Area de conhecimento,Área de Avaliação,subavaliação,campo estudo
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,TEORIA POLÍTICA CLÁSSICA
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,TEORIA POLÍTICA MEDIEVAL
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,TEORIA POLÍTICA MODERNA
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,TEORIA POLÍTICA CONTEMPORÂNEA
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,ESTADO E GOVERNO
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,ESTRUTURA E TRANSFORMAÇÃO DO ESTADO
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,SISTEMAS GOVERNAMENTAIS COMPARADOS
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,RELAÇÕES INTERGOVERNAMENTAIS
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,ESTUDOS DO PODER LOCAL
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,INSTITUIÇÕES GOVERNAMENTAIS ESPECÍFICAS
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,COMPORTAMENTO POLÍTICO
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,ESTUDOS ELEITORAIS E PARTIDOS POLÍTICOS
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,ATITUDE E IDEOLOGIAS POLÍTICAS
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,CONFLITOS E COALIZÕES POLÍTICAS
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,COMPORTAMENTO LEGISLATIVO
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,CLASSES SOCIAIS E GRUPOS DE INTERESSE
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,POLÍTICAS PÚBLICAS
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,ANÁLISE DO PROCESSO DECISÓRIO
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,ANÁLISE INSTITUCIONAL
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,TÉCNICAS DE ANTECIPAÇÃO
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,POLÍTICA INTERNACIONAL
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,POLÍTICA EXTERNA DO BRASIL
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,ORGANIZAÇÕES INTERNACIONAIS
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,"INTEGRAÇÃO INTERNACIONAL, CONFLITO, GUERRA E PAZ"
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,"RELAÇÕES INTERNACIONAIS, BILATERAIS E MULTILATERAIS"
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LINGUÍSTICA ,TEORIA E ANÁLISE LINGUÍSTICA
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LINGUÍSTICA ,FISIOLOGIA DA LINGUAGEM
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LINGUÍSTICA ,LINGÜÍSTICA HISTÓRICA
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LINGUÍSTICA ,SOCIOLINGUÍSTICA E DIALETOLOGIA
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LINGUÍSTICA ,PSICOLINGUÍSTICA
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LINGUÍSTICA ,LINGUÍSTICA APLICADA
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LETRAS,LÍNGUA PORTUGUESA
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LETRAS,LÍNGUAS ESTRANGEIRAS MODERNAS
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LETRAS,LÍNGUAS CLÁSSICAS
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LETRAS,LÍNGUAS INDÍGENAS
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LETRAS,TEORIA LITERARIA
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LETRAS,LITERATURA BRASILEIRA
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LETRAS,OUTRAS LITERATURAS VERNÁCULAS
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LETRAS,LITERATURAS ESTRANGEIRAS MODERNAS
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LETRAS,LITERATURAS CLÁSSICAS
"LINGUÍSTICA, LETRAS E ARTES",LETRAS / LINGUÍSTICA,LETRAS,LITERATURA COMPARADA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,FUNDAMENTOS E CRÍTICA DAS ARTES
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,TEORIA DA ARTE
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,HISTÓRIA DA ARTE
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,CRÍTICA DA ARTE
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,ARTES PLÁSTICAS
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,PINTURA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,DESENHO
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,GRAVURA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,ESCULTURA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,CERÂMICA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,TECELAGEM
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,MÚSICA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,REGÊNCIA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,INSTRUMENTAÇÃO MUSICAL
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,COMPOSIÇÃO MUSICAL
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,CANTO
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,DANÇA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,EXECUÇÃO DA DANÇA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,COREOGRAFIA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,TEATRO
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,DRAMATURGIA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,DIREÇÃO TEATRAL
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,CENOGRAFIA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,INTERPRETAÇÃO TEATRAL
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,ÓPERA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,FOTOGRAFIA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,CINEMA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,ADMINISTRAÇÃO E PRODUÇÃO DE FILMES
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,ROTEIRO E DIREÇÃO CINEMATOGRÁFICOS
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,TÉCNICAS DE REGISTROS E PROCESSAMENTO DE FILMES
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,INTERPRETAÇÃO CINEMATOGRÁFICA
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,ARTES DO VÍDEO
"LINGUÍSTICA, LETRAS E ARTES",ARTES / MÚSICA,ARTES,EDUCAÇÃO ARTÍSTICA
MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MEIO AMBIENTE E AGRÁRIAS
MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,SOCIAIS E HUMANIDADES
MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,ENGENHARIA/TECNOLOGIA/GESTÃO
MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,SAÚDE E BIOLÓGICAS
MULTIDISCIPLINAR,ENSINO,ENSINO,ENSINO DE CIÊNCIAS E MATEMÁTICA
MULTIDISCIPLINAR,MATERIAIS,MATERIAIS,Não informado
MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,Não informado
MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,Não informado
