Area de conhecimento,Área de Avaliação,subavaliação,campo estudo
ENGENHARIAS,ENGENHARIAS III,ENGENHARIA AEROESPACIAL,PROPULSÃO AEROESPACIAL
ENGENHARIAS,ENGENHARIAS III,ENGENHARIA AEROESPACIAL,COMBUSTÃO E ESCOAMENTO COM REAÇÕES QUÍMICAS
ENGENHARIAS,ENGENHARIAS III,ENGENHARIA AEROESPACIAL,PROPULSÃO DE FOGUTES
ENGENHARIAS,ENGENHARIAS III,ENGENHARIA AEROESPACIAL,MÁQUINAS DE FLUXO
ENGENHARIAS,ENGENHARIAS III,ENGENHARIA AEROESPACIAL,MOTORES ALTERNATIVOS
ENGENHARIAS,ENGENHARIAS III,ENGENHARIA AEROESPACIAL,SISTEMAS AEROESPACIAIS
ENGENHARIAS,ENGENHARIAS III,ENGENHARIA AEROESPACIAL,AVIÕES
ENGENHARIAS,ENGENHARIAS III,ENGENHARIA AEROESPACIAL,FOGUETES
ENGENHARIAS,ENGENHARIAS III,ENGENHARIA AEROESPACIAL,HELICÓPTEROS
ENGENHARIAS,ENGENHARIAS III,ENGENHARIA AEROESPACIAL,HOVERCRAFT
ENGENHARIAS,ENGENHARIAS III,ENGENHARIA AEROESPACIAL,SATÉLITES E OUTROS DISPOSITIVOS AEROESPACIAIS
ENGENHARIAS,ENGENHARIAS III,ENGENHARIA AEROESPACIAL,NORMATIZAÇÃO E CERT. DE QUAL. DE AERONAVES E COMPONENTES
ENGENHARIAS,ENGENHARIAS III,ENGENHARIA AEROESPACIAL,MANUTENÇÃO DE SISTEMAS AEROESPACIAIS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,MATERIAIS ELÉTRICOS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,MATERIAIS CONDUTORES
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,MATERIAIS E COMPONENTES SEMICONDUTORES
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,MATERIAIS E DISPOSITIVOS SUPERCONDUTORES
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,"MATERIAIS DIELÉTRICOS, PIESOELÉTRICOS E FERROELÉTRICOS"
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,"MAT. E COMP. ELETROÓTICOS E MAGNET., MAT. FOTOELÉTRICOS"
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,MATERIAIS E DISPOSITIVOS MAGNÉTICOS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,"MEDIDAS ELÉTRICAS, MAGNÉTICAS E ELETRÔNICAS; INSTRUMENTAÇÃO"
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,MEDIDAS ELÉTRICAS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,MEDIDAS MAGNÉTICAS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,INSTRUMENTAÇÃO ELETROMECÂNICA
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,INSTRUMENTAÇÃO ELETRÔNICA
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,SISTEMAS ELETRÔNICOS DE MEDIDAS E DE CONTROLE
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,"CIRCUITOS ELÉTRICOS, MAGNÉTICOS E ELETRÔNICOS"
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,TEORIA GERAL DOS CIRCUITOS ELÉTRICOS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,CIRCUITOS LINEARES E NÃO LINEARES
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,CIRCUITOS ELETRÔNICOS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,"CIRCUITOS MAGNÉTICOS, MAGNÉTISMO, ELETROMAGNÉTISMO"
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,SISTEMAS ELÉTRICOS DE POTÊNCIA
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,GERAÇÃO DE ENERGIA ELÉTRICA
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,"TRANSMISSÃO DA ENERGIA ELET., DISTRIB. DA ENERGIA ELÉTRICA"
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,CONVERSÃO E RETIFICAÇÃO DA ENERGIA ELÉTRICA
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,"MEDIÇÃO, CONTROLE, CORREÇÃO E PROTEÇÃO DE SIST. ELET. E POT."
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,MÁQUINAS ELÉTRICAS E DISPOSITIVOS DE POTÊNCIA
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,INSTALAÇÕES ELÉTRICAS PREDIAIS E INDUSTRIAIS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,"ELETRÔNICA INDUSTRIAL, SISTEMAS E CONTROLES ELETRÔNICOS"
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,ELETRÔNICA INDUSTRIAL
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,AUTOMAÇÃO ELETRÔNICA DE PROCESSOS ELÉTRICOS E INDUSTRIAIS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,"CONTROLE DE PROCESSOS ELETRÔNICOS, RETROALIMENTAÇÃO"
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,TELECOMUNICAÇÕES
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,"TEORIA ELETROMAG., MICROONDAS, PROPAGAÇÃO DE ONDAS, ANTENAS"
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,RADIONAVEGAÇÃO E RADIOASTRONOMIA
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA ELÉTRICA,SISTEMAS DE TELECOMUNICAÇÕES
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA BIOMÉDICA,BIOENGENHARIA
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA BIOMÉDICA,PROCESSAMENTO DE SINAIS BIOLÓGICOS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA BIOMÉDICA,MODELAGEM DE FENÔMENOS BIOLÓGICOS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA BIOMÉDICA,MODELAGEM DE SISTEMAS BIOLÓGICOS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA BIOMÉDICA,ENGENHARIA MÉDICA
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA BIOMÉDICA,BIOMATERIAIS E MATERIAIS BIOCOMPATÍVEIS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA BIOMÉDICA,TRANSDUTORES PARA APLICAÇÕES BIOMÉDICAS
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA BIOMÉDICA,INSTRUMENTAÇÃO ODONTOLÓGICA E MÉDICO-HOSPITALAR
ENGENHARIAS,ENGENHARIAS IV,ENGENHARIA BIOMÉDICA,TECNOLOGIA DE PRÓTESES
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,CLÍNICA MÉDICA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,ANGIOLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,DERMATOLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,CANCEROLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,ENDOCRINOLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,CARDIOLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,GASTROENTEROLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,PNEUMOLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,NEFROLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,FISIATRIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,MEDICINA LEGAL E DEONTOLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA II,ALERGOLOGIA E IMUNOLOGIA CLÍNICA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA II,HEMATOLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA II,NEUROLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA II,PEDIATRIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA II,DOENÇAS INFECCIOSAS E PARASITÁRIAS
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA II,REUMATOLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA II,SAÚDE MATERNO-INFANTIL
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA II,PSIQUIATRIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA II,ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA II,RADIOLOGIA MÉDICA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,GINECOLOGIA E OBSTETRÍCIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,OFTALMOLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,ORTOPEDIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,CIRURGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,CIRURGIA PLÁSTICA E RESTAURADORA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,CIRURGIA OTORRINOLARINGOLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,CIRURGIA OFTALMOLÓGICA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,CIRURGIA CARDIOVASCULAR
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,CIRURGIA TORÁXICA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,CIRURGIA GASTROENTEROLOGICA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,CIRURGIA PEDIÁTRICA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,NEUROCIRURGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,CIRURGIA UROLÓGICA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,CIRURGIA PROCTOLÓGICA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,CIRURGIA ORTOPÉDICA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,CIRURGIA TRAUMATOLÓGICA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,ANESTESIOLOGIA
CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,CIRURGIA EXPERIMENTAL
CIÊNCIAS DA SAÚDE,MEDICINA,NUTRIÇÃO,BIOQUÍMICA DA NUTRIÇÃO
CIÊNCIAS DA SAÚDE,MEDICINA,NUTRIÇÃO,DIETÉTICA
CIÊNCIAS DA SAÚDE,MEDICINA,NUTRIÇÃO,ANÁLISE NUTRICIONAL DE POPULAÇÃO
CIÊNCIAS DA SAÚDE,MEDICINA,NUTRIÇÃO,DESNUTRIÇÃO E DESENVOLVIMENTO FISIOLÓGICO
CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,CLÍNICA ODONTOLÓGICA
CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,CIRURGIA BUCO-MAXILO-FACIAL
CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,ORTODONTIA
CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,ODONTOPEDIATRIA
CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,PERIODONTIA
CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,ENDODONTIA
CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,RADIOLOGIA ODONTOLÓGICA
CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,ODONTOLOGIA SOCIAL E PREVENTIVA
CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MATERIAIS ODONTOLÓGICOS
CIÊNCIAS DA SAÚDE,FARMÁCIA,FARMÁCIA,FARMACOTECNIA
CIÊNCIAS DA SAÚDE,FARMÁCIA,FARMÁCIA,FARMACOGNOSIA
CIÊNCIAS DA SAÚDE,FARMÁCIA,FARMÁCIA,ANÁLISE TOXICOLÓGICA
CIÊNCIAS DA SAÚDE,FARMÁCIA,FARMÁCIA,ANÁLISE E CONTROLE DE MEDICAMENTOS
CIÊNCIAS DA SAÚDE,FARMÁCIA,FARMÁCIA,BROMATOLOGIA
CIÊNCIAS DA SAÚDE,ENFERMAGEM,ENFERMAGEM,ENFERMAGEM MÉDICO-CIRÚRGICA
CIÊNCIAS DA SAÚDE,ENFERMAGEM,ENFERMAGEM,ENFERMAGEM OBSTÉTRICA
CIÊNCIAS DA SAÚDE,ENFERMAGEM,ENFERMAGEM,ENFERMAGEM PEDIÁTRICA
CIÊNCIAS DA SAÚDE,ENFERMAGEM,ENFERMAGEM,ENFERMAGEM PSIQUIÁTRICA
CIÊNCIAS DA SAÚDE,ENFERMAGEM,ENFERMAGEM,ENFERMAGEM DE DOENÇAS CONTAGIOSAS
CIÊNCIAS DA SAÚDE,ENFERMAGEM,ENFERMAGEM,ENFERMAGEM DE SAÚDE PÚBLICA
CIÊNCIAS DA SAÚDE,SAÚDE COLETIVA,SAÚDE COLETIVA,EPIDEMIOLOGIA
CIÊNCIAS DA SAÚDE,SAÚDE COLETIVA,SAÚDE COLETIVA,SAÚDE PÚBLICA
CIÊNCIAS DA SAÚDE,SAÚDE COLETIVA,SAÚDE COLETIVA,MEDICINA PREVENTIVA
CIÊNCIAS DA SAÚDE,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,Não informado
CIÊNCIAS DA SAÚDE,EDUCAÇÃO FÍSICA,FONOAUDIOLOGIA,Não informado
CIÊNCIAS DA SAÚDE,EDUCAÇÃO FÍSICA,FISIOTERAPIA E TERAPIA OCUPACIONAL,Não informado
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,CIÊNCIA DO SOLO
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,"GÊNESE, MORFOLOGIA E CLASSIFICAÇÃO DOS SOLOS"
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,FÍSICA DO SOLO
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,QUÍMICA DO SOLO
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,MICROBIOLOGIA E BIOQUÍMICA DO SOLO
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,FERTILIDADE DO SOLO E ADUBAÇÃO
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,MANEJO E CONSERVAÇÃO DO SOLO
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,FITOSSANIDADE
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,FITOPATOLOGIA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,ENTOMOLOGIA AGRÍCOLA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,PARASITOLOGIA AGRÍCOLA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,MICROBIOLOGIA AGRÍCOLA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,DEFESA FITOSSANITÁRIA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,FITOTECNIA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,MANEJO E TRATOS CULTURAIS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,MECANIZAÇÃO AGRÍCOLA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,PRODUÇÃO E BENEFICIAMENTO DE SEMENTES
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,PRODUÇÃO DE MUDAS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,MELHORAMENTO VEGETAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,FISIOLOGIA DE PLANTAS CULTIVADAS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,MATOLOGIA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,"FLORICULTURA, PARQUES E JARDINS"
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,FLORICULTURA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,PARQUES E JARDINS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,ARBORIZAÇÃO DE VIAS PÚBLICAS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,AGROMETEROLOGIA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,AGRONOMIA,EXTENSÃO RURAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,SILVICULTURA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,DENDROLOGIA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,FLORESTAMENTO E REFLORESTAMENTO
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,GENÉTICA E MELHORAMENTO FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,SEMENTES FLORESTAIS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,NUTRIÇÃO FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,FISIOLOGIA FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,SOLOS FLORESTAIS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,PROTEÇÃO FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,MANEJO FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,ECONOMIA FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,POLÍTICA E LEGISLAÇÃO FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,ADMINISTRAÇÃO FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,DENDROMETRIA E INVENTÁRIO FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,FOTOINTERPRETAÇÃO FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,ORDENAMENTO FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,TÉCNICAS E OPERAÇÕES FLORESTAIS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,EXPLORAÇÃO FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,MECANIZAÇÃO FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,TECNOLOGIA E UTILIZAÇÃO DE PRODUTOS FLORESTAIS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,ANATOMIA E IDENTIFICAÇÃO DE PRODUTOS FLORESTAIS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,PROPRIEDADES FISICO-MECÂNICAS DA MADEIRA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,RELAÇÕES ÁGUA-MADEIRA E SECAGEM
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,TRATAMENTO DA MADEIRA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,PROCESSAMENTO MECÂNICO DA MADEIRA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,QUÍMICA DA MADEIRA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,RESINAS DE MADEIRAS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,TECNOLOGIA DE CELULOSE E PAPEL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,TECNOLOGIA DE CHAPAS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,CONSERVAÇÃO DA NATUREZA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,HIDROLOGIA FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,CONSERVAÇÃO DE ÁREAS SILVESTRES
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,CONSERVAÇÃO DAS BACIAS HIDROGRÁFICAS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,RECUPERAÇÃO DE ÁREAS DEGRADADAS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,ENERGIA DE BIOMASSA FLORESTAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,ENGENHARIA AGRÍCOLA,MÁQUINAS E IMPLEMENTOS AGRÍCOLAS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,ENGENHARIA AGRÍCOLA,ENGENHARIA DE ÁGUA E SOLO
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,ENGENHARIA AGRÍCOLA,IRRIGAÇÃO E DRENAGEM
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,ENGENHARIA AGRÍCOLA,CONSERVAÇÃO DE SOLO E ÁGUA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,ENGENHARIA AGRÍCOLA,ENGENHARIA DE PROCESSAMENTO DE PRODUTOS AGRÍCOLAS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,ENGENHARIA AGRÍCOLA,PRÉ-PROCESSAMENTO DE PRODUTOS AGRÍCOLAS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,ENGENHARIA AGRÍCOLA,ARMAZENAMENTO DE PRODUTOS AGRÍCOLAS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,ENGENHARIA AGRÍCOLA,TRANSFERÊNCIA DE PRODUTOS AGRÍCOLAS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,ENGENHARIA AGRÍCOLA,CONSTRUÇÕES RURAIS E AMBIÊNCIA
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,ENGENHARIA AGRÍCOLA,ASSENTAMENTO RURAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,ENGENHARIA AGRÍCOLA,ENGENHARIA DE CONSTRUÇÕES RURAIS
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,ENGENHARIA AGRÍCOLA,SANEAMENTO RURAL
CIÊNCIAS AGRÁRIAS,CIÊNCIAS AGRÁRIAS I,ENGENHARIA AGRÍCOLA,ENERGIZAÇÃO RURAL
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,ECOLOGIA DOS ANIMAIS DOMÉSTICOS E ETOLOGIA
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,GENÉTICA E MELHORAMENTO DOS ANIMAIS DOMÉSTICOS
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,NUTRIÇÃO E ALIMENTAÇÃO ANIMAL
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,EXIGÊNCIAS NUTRICIONAIS DOS ANIMAIS
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,AVALIAÇÃO DE ALIMENTOS PARA ANIMAIS
